,AAPL,GOOG,MSFT
2025-07-24 13:30:00+00:00,,198.7028045654297,509.43109130859375
2025-07-24 13:31:00+00:00,,196.39039611816406,509.42999267578125
2025-07-24 13:32:00+00:00,,197.6199951171875,507.63018798828125
2025-07-24 13:33:00+00:00,,197.75999450683594,508.0
2025-07-24 13:34:00+00:00,,196.97000122070312,508.6700134277344
2025-07-24 13:35:00+00:00,,196.3800048828125,509.0050048828125
2025-07-24 13:36:00+00:00,,195.23069763183594,509.2099914550781
2025-07-24 13:37:00+00:00,,195.42999267578125,508.9700012207031
2025-07-24 13:38:00+00:00,,195.9550018310547,507.8299865722656
2025-07-24 13:39:00+00:00,,194.99920654296875,507.510009765625
2025-07-24 13:40:00+00:00,,194.73599243164062,507.6640930175781
2025-07-24 13:41:00+00:00,,195.33999633789062,507.6000061035156
2025-07-24 13:42:00+00:00,,194.8800048828125,507.5150146484375
2025-07-24 13:43:00+00:00,,195.72000122070312,507.6099853515625
2025-07-24 13:44:00+00:00,,195.72999572753906,507.55999755859375
2025-07-24 13:45:00+00:00,,195.625,508.14788818359375
2025-07-24 13:46:00+00:00,,195.72000122070312,508.260009765625
2025-07-24 13:48:00+00:00,,195.67689514160156,508.8399963378906
2025-07-24 13:49:00+00:00,,195.3800048828125,508.54998779296875
2025-07-24 13:50:00+00:00,,195.25,508.3550109863281
2025-07-24 13:51:00+00:00,,194.52000427246094,508.6131896972656
2025-07-24 13:52:00+00:00,,194.87950134277344,508.2900085449219
2025-07-24 13:53:00+00:00,,194.81500244140625,508.25
2025-07-24 13:54:00+00:00,,193.9499969482422,508.2799987792969
2025-07-24 13:55:00+00:00,,193.89999389648438,508.260009765625
2025-07-24 13:56:00+00:00,,194.50999450683594,508.19000244140625
2025-07-24 13:57:00+00:00,,194.3699951171875,508.6650085449219
2025-07-24 13:58:00+00:00,,194.27670288085938,509.2699890136719
2025-07-24 13:59:00+00:00,,194.4250030517578,509.30999755859375
2025-07-24 14:00:00+00:00,,194.08999633789062,509.0899963378906
2025-07-24 14:01:00+00:00,,193.97669982910156,508.5907897949219
2025-07-24 14:02:00+00:00,,193.75970458984375,508.4580078125
2025-07-24 14:03:00+00:00,,193.52999877929688,508.3699951171875
2025-07-24 14:04:00+00:00,,193.75,508.489990234375
2025-07-24 14:05:00+00:00,,194.09500122070312,508.6400146484375
2025-07-24 14:06:00+00:00,,193.76400756835938,508.7799987792969
2025-07-24 14:07:00+00:00,,193.56500244140625,508.7799987792969
2025-07-24 14:08:00+00:00,,193.59979248046875,508.54998779296875
2025-07-24 14:09:00+00:00,,192.86680603027344,508.29998779296875
2025-07-24 14:10:00+00:00,,192.63999938964844,508.31500244140625
2025-07-24 14:11:00+00:00,,192.85009765625,508.3599853515625
2025-07-24 14:12:00+00:00,,192.64999389648438,507.94500732421875
2025-07-24 14:13:00+00:00,,192.14039611816406,508.0950012207031
2025-07-24 14:14:00+00:00,,192.3798065185547,508.2699890136719
2025-07-24 14:15:00+00:00,,192.4243927001953,508.3399963378906
2025-07-24 14:16:00+00:00,,192.2095947265625,508.19000244140625
2025-07-24 14:17:00+00:00,,192.10000610351562,508.0450134277344
2025-07-24 14:18:00+00:00,,192.76499938964844,508.4299011230469
2025-07-24 14:19:00+00:00,,192.97999572753906,508.19000244140625
2025-07-24 14:20:00+00:00,,193.6199951171875,508.3294982910156
2025-07-24 14:21:00+00:00,,193.7100067138672,508.20001220703125
2025-07-24 14:22:00+00:00,,193.52499389648438,508.41680908203125
2025-07-24 14:23:00+00:00,,193.7899932861328,508.44000244140625
2025-07-24 14:24:00+00:00,,194.14999389648438,508.53369140625
2025-07-24 14:25:00+00:00,,194.3000030517578,508.70001220703125
2025-07-24 14:26:00+00:00,,194.35000610351562,508.7900085449219
2025-07-24 14:27:00+00:00,,193.9499969482422,508.6600036621094
2025-07-24 14:28:00+00:00,,193.74000549316406,508.8299865722656
2025-07-24 14:29:00+00:00,,194.03500366210938,508.8399963378906
2025-07-24 14:30:00+00:00,,193.52000427246094,508.93499755859375
2025-07-24 14:31:00+00:00,,193.47999572753906,509.0050048828125
2025-07-24 14:32:00+00:00,,193.80999755859375,508.69500732421875
2025-07-24 14:33:00+00:00,,193.764404296875,508.7900085449219
2025-07-24 14:34:00+00:00,,193.61000061035156,508.510009765625
2025-07-24 14:35:00+00:00,,193.5399932861328,508.5400085449219
2025-07-24 14:36:00+00:00,,193.64999389648438,508.5899963378906
2025-07-24 14:37:00+00:00,,193.9199981689453,509.29998779296875
2025-07-24 14:38:00+00:00,,194.0800018310547,509.510009765625
2025-07-24 14:39:00+00:00,,194.17970275878906,509.31549072265625
2025-07-24 14:40:00+00:00,,194.1649932861328,509.29998779296875
2025-07-24 14:41:00+00:00,,193.97999572753906,509.54998779296875
2025-07-24 14:42:00+00:00,,193.7899932861328,509.2699890136719
2025-07-24 14:43:00+00:00,,193.99000549316406,509.1700134277344
2025-07-24 14:44:00+00:00,,193.7899932861328,509.0350036621094
2025-07-24 14:45:00+00:00,,193.66000366210938,509.1000061035156
2025-07-24 14:46:00+00:00,,193.42999267578125,509.2099914550781
2025-07-24 14:47:00+00:00,,193.4398956298828,509.5
2025-07-24 14:48:00+00:00,,193.54600524902344,509.625
2025-07-24 14:49:00+00:00,,193.41000366210938,509.69000244140625
2025-07-24 14:50:00+00:00,,193.5343017578125,509.8399963378906
2025-07-24 14:51:00+00:00,,193.41000366210938,509.79998779296875
2025-07-24 14:52:00+00:00,,193.75999450683594,509.82000732421875
2025-07-24 14:53:00+00:00,,193.7899932861328,509.7025146484375
2025-07-24 14:54:00+00:00,,193.88999938964844,509.8349914550781
2025-07-24 14:55:00+00:00,,193.77000427246094,509.79998779296875
2025-07-24 14:58:00+00:00,,194.07000732421875,510.3591003417969
2025-07-24 14:59:00+00:00,,193.92999267578125,510.14630126953125
2025-07-24 15:00:00+00:00,,194.0800018310547,510.239990234375
2025-07-24 15:01:00+00:00,,193.89999389648438,510.30999755859375
2025-07-24 15:02:00+00:00,,193.9600067138672,510.3999938964844
2025-07-24 15:03:00+00:00,,194.10000610351562,510.32000732421875
2025-07-24 15:04:00+00:00,,194.22500610351562,510.239990234375
2025-07-24 15:05:00+00:00,,194.2100067138672,510.1099853515625
2025-07-24 15:06:00+00:00,,194.3800048828125,510.2049865722656
2025-07-24 15:07:00+00:00,,194.4949951171875,510.19000244140625
2025-07-24 15:08:00+00:00,,194.32000732421875,510.1000061035156
2025-07-24 15:09:00+00:00,,194.0,509.8500061035156
2025-07-24 15:10:00+00:00,,193.80499267578125,510.1099853515625
2025-07-24 15:11:00+00:00,,193.97950744628906,510.0350036621094
2025-07-24 15:12:00+00:00,,194.13999938964844,510.1600036621094
2025-07-24 15:13:00+00:00,,194.2449951171875,510.4700012207031
2025-07-24 15:14:00+00:00,,194.22500610351562,510.5
2025-07-24 15:15:00+00:00,,194.41000366210938,510.5299987792969
2025-07-24 15:16:00+00:00,,194.42999267578125,510.43011474609375
2025-07-24 15:17:00+00:00,,194.389892578125,510.4549865722656
2025-07-24 15:18:00+00:00,,194.47000122070312,510.44000244140625
2025-07-24 15:19:00+00:00,,194.75,510.5
2025-07-24 15:20:00+00:00,,194.56500244140625,510.239990234375
2025-07-24 15:21:00+00:00,,194.65499877929688,510.2250061035156
2025-07-24 15:22:00+00:00,,194.87010192871094,510.2799987792969
2025-07-24 15:23:00+00:00,,194.82000732421875,510.7200012207031
2025-07-24 15:24:00+00:00,,194.95970153808594,510.7560119628906
2025-07-24 15:25:00+00:00,,195.02000427246094,510.7300109863281
2025-07-24 15:26:00+00:00,,195.12399291992188,510.6549987792969
2025-07-24 15:27:00+00:00,,195.0399932861328,510.6099853515625
2025-07-24 15:28:00+00:00,,195.1199951171875,510.55999755859375
2025-07-24 15:29:00+00:00,,195.3000030517578,510.54998779296875
2025-07-24 15:30:00+00:00,,195.0800018310547,510.6600036621094
2025-07-24 15:31:00+00:00,,195.12049865722656,510.681396484375
2025-07-24 15:32:00+00:00,,194.8699951171875,510.8800048828125
2025-07-24 15:33:00+00:00,,194.60000610351562,511.07000732421875
2025-07-24 15:34:00+00:00,,194.69960021972656,511.19000244140625
2025-07-24 15:35:00+00:00,,194.5449981689453,511.1499938964844
2025-07-24 15:36:00+00:00,,194.5399932861328,511.3599853515625
2025-07-24 15:37:00+00:00,,194.58999633789062,511.3500061035156
2025-07-24 15:38:00+00:00,,194.57000732421875,511.2799987792969
2025-07-24 15:39:00+00:00,,194.58999633789062,511.4800109863281
2025-07-24 15:40:00+00:00,,194.0500030517578,511.57501220703125
2025-07-24 15:41:00+00:00,,194.0500030517578,511.6499938964844
2025-07-24 15:42:00+00:00,,194.0399932861328,511.69000244140625
2025-07-24 15:43:00+00:00,,194.07000732421875,511.84588623046875
2025-07-24 15:44:00+00:00,,194.1479034423828,511.8900146484375
2025-07-24 15:45:00+00:00,,194.1199951171875,511.75
2025-07-24 15:46:00+00:00,,194.2449951171875,511.54998779296875
2025-07-24 15:47:00+00:00,,194.3748016357422,511.45269775390625
2025-07-24 15:48:00+00:00,,194.6844024658203,511.86029052734375
2025-07-24 15:49:00+00:00,,194.64990234375,512.0499877929688
2025-07-24 15:50:00+00:00,,194.61000061035156,512.22998046875
2025-07-24 15:51:00+00:00,,194.44000244140625,512.1436157226562
2025-07-24 15:52:00+00:00,,194.4239959716797,512.2849731445312
2025-07-24 15:53:00+00:00,,194.3448944091797,512.3499755859375
2025-07-24 15:54:00+00:00,,194.24000549316406,512.3493041992188
2025-07-24 15:55:00+00:00,,194.32749938964844,512.280029296875
2025-07-24 15:56:00+00:00,,194.44000244140625,512.22998046875
2025-07-24 15:57:00+00:00,,194.58059692382812,512.0399780273438
2025-07-24 15:58:00+00:00,,194.4550018310547,512.0399780273438
2025-07-24 15:59:00+00:00,,194.38999938964844,511.8699951171875
2025-07-24 16:00:00+00:00,,194.2899932861328,511.69500732421875
2025-07-24 16:01:00+00:00,,194.3300018310547,511.2101135253906
2025-07-24 16:02:00+00:00,,194.4925994873047,511.25750732421875
2025-07-24 16:03:00+00:00,,194.44000244140625,511.25
2025-07-24 16:04:00+00:00,,194.25999450683594,511.1400146484375
2025-07-24 16:05:00+00:00,,194.47000122070312,511.1400146484375
2025-07-24 16:06:00+00:00,,194.69940185546875,511.4700012207031
2025-07-24 16:07:00+00:00,,194.50010681152344,511.4949951171875
2025-07-24 16:08:00+00:00,,194.58999633789062,511.3599853515625
2025-07-24 16:09:00+00:00,,194.5399932861328,511.44000244140625
2025-07-24 16:10:00+00:00,,194.34500122070312,511.42999267578125
2025-07-24 16:11:00+00:00,,194.17930603027344,511.30999755859375
2025-07-24 16:12:00+00:00,,193.8699951171875,511.4200134277344
2025-07-24 16:13:00+00:00,,193.96499633789062,511.6412048339844
2025-07-24 16:14:00+00:00,,193.97999572753906,511.5199890136719
2025-07-24 16:15:00+00:00,,193.7550048828125,511.5199890136719
2025-07-24 16:16:00+00:00,,193.63999938964844,511.6600036621094
2025-07-24 16:17:00+00:00,,193.4600067138672,511.5700988769531
2025-07-24 16:18:00+00:00,,193.35079956054688,511.7099914550781
2025-07-24 16:19:00+00:00,,193.4199981689453,511.95001220703125
2025-07-24 16:20:00+00:00,,193.66000366210938,511.8699951171875
2025-07-24 16:21:00+00:00,,193.57000732421875,511.8236083984375
2025-07-24 16:22:00+00:00,,193.7449951171875,511.7950134277344
2025-07-24 16:23:00+00:00,,193.5,511.7850036621094
2025-07-24 16:24:00+00:00,,193.3896026611328,511.7699890136719
2025-07-24 16:25:00+00:00,,193.60000610351562,511.7749938964844
2025-07-24 16:26:00+00:00,,193.52999877929688,511.58740234375
2025-07-24 16:27:00+00:00,,193.6699981689453,511.6600036621094
2025-07-24 16:28:00+00:00,,193.6199951171875,511.73309326171875
2025-07-24 16:29:00+00:00,,193.55999755859375,511.67999267578125
2025-07-24 16:30:00+00:00,,193.6894073486328,511.6099853515625
2025-07-24 16:31:00+00:00,,193.72999572753906,511.6600036621094
2025-07-24 16:32:00+00:00,,193.6199951171875,511.55999755859375
2025-07-24 16:33:00+00:00,,193.60000610351562,511.760009765625
2025-07-24 16:34:00+00:00,,193.50999450683594,511.8599853515625
2025-07-24 16:35:00+00:00,,193.35000610351562,511.8900146484375
2025-07-24 16:36:00+00:00,,193.37100219726562,512.010009765625
2025-07-24 16:37:00+00:00,,193.33999633789062,511.8399963378906
2025-07-24 16:38:00+00:00,,193.42739868164062,512.1749877929688
2025-07-24 16:39:00+00:00,,193.47999572753906,512.3399047851562
2025-07-24 16:40:00+00:00,,193.55990600585938,512.1649780273438
2025-07-24 16:41:00+00:00,,193.4600067138672,512.2100219726562
2025-07-24 16:42:00+00:00,,193.3300018310547,512.0800170898438
2025-07-24 16:43:00+00:00,,193.32000732421875,512.010009765625
2025-07-24 16:44:00+00:00,,193.22000122070312,512.0999755859375
2025-07-24 16:45:00+00:00,,193.24560546875,512.0549926757812
2025-07-24 16:46:00+00:00,,192.8300018310547,512.0499877929688
2025-07-24 16:47:00+00:00,,192.947998046875,512.0850219726562
2025-07-24 16:48:00+00:00,,193.09500122070312,511.95001220703125
2025-07-24 16:49:00+00:00,,192.8699951171875,512.1599731445312
2025-07-24 16:50:00+00:00,,192.75100708007812,512.280029296875
2025-07-24 16:51:00+00:00,,192.77999877929688,512.2999877929688
2025-07-24 16:52:00+00:00,,192.8256072998047,512.52001953125
2025-07-24 16:53:00+00:00,,192.97000122070312,512.64501953125
2025-07-24 16:54:00+00:00,,192.99000549316406,512.6284790039062
2025-07-24 16:55:00+00:00,,192.92520141601562,512.469970703125
2025-07-24 16:56:00+00:00,,192.910400390625,512.52001953125
2025-07-24 16:57:00+00:00,,192.79690551757812,512.344970703125
2025-07-24 16:58:00+00:00,,192.85000610351562,512.4949951171875
2025-07-24 16:59:00+00:00,,192.73699951171875,512.1849975585938
2025-07-24 17:00:00+00:00,,192.81399536132812,512.2999877929688
2025-07-24 17:01:00+00:00,,192.8350067138672,512.1522827148438
2025-07-24 17:02:00+00:00,,192.8300018310547,512.1099853515625
2025-07-24 17:03:00+00:00,,192.8123016357422,511.9219970703125
2025-07-24 17:04:00+00:00,,192.97000122070312,511.9949951171875
2025-07-24 17:05:00+00:00,,193.3227996826172,512.030029296875
2025-07-24 17:06:00+00:00,,193.41000366210938,512.1400146484375
2025-07-24 17:07:00+00:00,,193.51220703125,512.1699829101562
2025-07-24 17:08:00+00:00,,193.74000549316406,512.1099853515625
2025-07-24 17:09:00+00:00,,193.74000549316406,512.0499877929688
2025-07-24 17:10:00+00:00,,193.82000732421875,512.260009765625
2025-07-24 17:11:00+00:00,,193.8350067138672,512.4000244140625
2025-07-24 17:12:00+00:00,,193.92999267578125,512.3300170898438
2025-07-24 17:13:00+00:00,,193.9250030517578,512.4299926757812
2025-07-24 17:14:00+00:00,,193.9199981689453,512.6199951171875
2025-07-24 17:15:00+00:00,,194.07000732421875,512.5499877929688
2025-07-24 17:16:00+00:00,,193.86019897460938,512.3599853515625
2025-07-24 17:17:00+00:00,,193.77000427246094,512.5349731445312
2025-07-24 17:18:00+00:00,,193.77000427246094,512.4600219726562
2025-07-24 17:19:00+00:00,,193.7899932861328,512.6799926757812
2025-07-24 17:20:00+00:00,,193.64999389648438,512.7750244140625
2025-07-24 17:21:00+00:00,,193.83999633789062,512.7750244140625
2025-07-24 17:22:00+00:00,,193.92999267578125,512.9000244140625
2025-07-24 17:23:00+00:00,,193.84500122070312,512.8599853515625
2025-07-24 17:24:00+00:00,,193.89500427246094,512.875
2025-07-24 17:25:00+00:00,,193.88999938964844,512.8800048828125
2025-07-24 17:26:00+00:00,,193.93710327148438,513.010009765625
2025-07-24 17:27:00+00:00,,193.9250030517578,513.0800170898438
2025-07-24 17:28:00+00:00,,193.99000549316406,512.8720092773438
2025-07-24 17:29:00+00:00,,193.96029663085938,512.6599731445312
2025-07-24 17:30:00+00:00,,194.05999755859375,512.64501953125
2025-07-24 17:31:00+00:00,,194.1649932861328,512.6749877929688
2025-07-24 17:32:00+00:00,,194.02130126953125,512.760009765625
2025-07-24 17:33:00+00:00,,193.8621063232422,512.739990234375
2025-07-24 17:34:00+00:00,,193.87930297851562,512.6799926757812
2025-07-24 17:35:00+00:00,,194.1300048828125,512.7000122070312
2025-07-24 17:36:00+00:00,,194.16000366210938,512.7999877929688
2025-07-24 17:37:00+00:00,,194.05499267578125,512.739990234375
2025-07-24 17:38:00+00:00,,194.0800018310547,512.8300170898438
2025-07-24 17:39:00+00:00,,194.15879821777344,512.760009765625
2025-07-24 17:40:00+00:00,,194.11000061035156,512.3599853515625
2025-07-24 17:41:00+00:00,,194.1085968017578,512.3150024414062
2025-07-24 17:42:00+00:00,,194.10000610351562,512.2249755859375
2025-07-24 17:43:00+00:00,,194.28990173339844,512.260009765625
2025-07-24 17:44:00+00:00,,194.40499877929688,512.3593139648438
2025-07-24 17:45:00+00:00,,194.4199981689453,512.25
2025-07-24 17:46:00+00:00,,194.47000122070312,512.4000244140625
2025-07-24 17:47:00+00:00,,194.43499755859375,512.47998046875
2025-07-24 17:48:00+00:00,,194.55599975585938,512.4400024414062
2025-07-24 17:49:00+00:00,,194.49000549316406,512.2100219726562
2025-07-24 17:50:00+00:00,,194.3000030517578,512.2949829101562
2025-07-24 17:51:00+00:00,,194.10000610351562,512.1950073242188
2025-07-24 17:52:00+00:00,,194.19000244140625,511.9949951171875
2025-07-24 17:53:00+00:00,,194.31930541992188,511.9100036621094
2025-07-24 17:54:00+00:00,,194.4199981689453,512.02001953125
2025-07-24 17:55:00+00:00,,194.36000061035156,511.9800109863281
2025-07-24 17:56:00+00:00,,194.26499938964844,511.9700012207031
2025-07-24 17:57:00+00:00,,194.2100067138672,511.94000244140625
2025-07-24 17:58:00+00:00,,194.3000030517578,512.030029296875
2025-07-24 17:59:00+00:00,,194.3699951171875,511.9649963378906
2025-07-24 18:00:00+00:00,,194.4033966064453,512.0599975585938
2025-07-24 18:01:00+00:00,,194.4499969482422,512.0499877929688
2025-07-24 18:02:00+00:00,,194.38999938964844,512.0800170898438
2025-07-24 18:03:00+00:00,,194.52000427246094,512.1699829101562
2025-07-24 18:04:00+00:00,,194.39999389648438,512.2100219726562
2025-07-24 18:05:00+00:00,,194.3699951171875,512.260009765625
2025-07-24 18:06:00+00:00,,194.42999267578125,512.22998046875
2025-07-24 18:07:00+00:00,,194.51300048828125,512.24951171875
2025-07-24 18:08:00+00:00,,194.4394989013672,512.260009765625
2025-07-24 18:09:00+00:00,,194.5,512.3150024414062
