,AAPL,GOOG,MSFT
2026-04-29 13:30:00+00:00,,342.69000244140625,422.20001220703125
2026-04-29 13:31:00+00:00,,344.1600036621094,424.9200134277344
2026-04-29 13:32:00+00:00,,344.5249938964844,423.614990234375
2026-04-29 13:33:00+00:00,,344.94500732421875,423.3999938964844
2026-04-29 13:34:00+00:00,,344.32501220703125,422.3800048828125
2026-04-29 13:35:00+00:00,,344.18499755859375,422.760009765625
2026-04-29 13:36:00+00:00,,344.55999755859375,422.8949890136719
2026-04-29 13:37:00+00:00,,345.45001220703125,422.8399963378906
2026-04-29 13:38:00+00:00,,345.5801086425781,422.4125061035156
2026-04-29 13:39:00+00:00,,345.94000244140625,423.1499938964844
2026-04-29 13:40:00+00:00,,346.0,423.102294921875
2026-04-29 13:41:00+00:00,,346.1199951171875,423.4356994628906
2026-04-29 13:42:00+00:00,,346.3219909667969,424.2049865722656
2026-04-29 13:43:00+00:00,,346.57000732421875,424.3399963378906
2026-04-29 13:44:00+00:00,,346.8550109863281,424.489990234375
2026-04-29 13:45:00+00:00,,346.580810546875,423.7250061035156
2026-04-29 13:46:00+00:00,,347.3999938964844,424.2699890136719
2026-04-29 13:47:00+00:00,,347.4800109863281,424.44500732421875
2026-04-29 13:48:00+00:00,,348.30499267578125,424.2449951171875
2026-04-29 13:49:00+00:00,,348.20001220703125,425.05499267578125
2026-04-29 13:50:00+00:00,,348.6499938964844,425.80499267578125
2026-04-29 13:51:00+00:00,,349.04998779296875,425.67999267578125
2026-04-29 13:52:00+00:00,,348.82989501953125,425.364990234375
2026-04-29 13:53:00+00:00,,349.05999755859375,426.1449890136719
2026-04-29 13:54:00+00:00,,349.010009765625,426.64208984375
2026-04-29 13:55:00+00:00,,349.3299865722656,426.18890380859375
2026-04-29 13:56:00+00:00,,349.2799987792969,426.2550048828125
2026-04-29 13:57:00+00:00,,348.6000061035156,425.5350036621094
2026-04-29 13:58:00+00:00,,349.20001220703125,425.260009765625
2026-04-29 13:59:00+00:00,,349.7650146484375,425.5450134277344
2026-04-29 14:00:00+00:00,,349.3949890136719,425.17999267578125
2026-04-29 14:01:00+00:00,,349.10540771484375,425.1700134277344
2026-04-29 14:02:00+00:00,,349.1400146484375,424.6400146484375
2026-04-29 14:03:00+00:00,,348.7200012207031,424.5199890136719
2026-04-29 14:04:00+00:00,,349.4599914550781,424.6400146484375
2026-04-29 14:05:00+00:00,,348.8399963378906,424.6199951171875
2026-04-29 14:06:00+00:00,,348.8699951171875,424.30999755859375
2026-04-29 14:07:00+00:00,,348.80999755859375,424.17999267578125
2026-04-29 14:08:00+00:00,,348.8699951171875,424.17999267578125
2026-04-29 14:09:00+00:00,,348.8900146484375,424.55499267578125
2026-04-29 14:10:00+00:00,,349.1300048828125,424.6499938964844
2026-04-29 14:11:00+00:00,,349.1549987792969,424.3299865722656
2026-04-29 14:12:00+00:00,,349.9800109863281,424.1499938964844
2026-04-29 14:13:00+00:00,,349.5950012207031,423.92999267578125
2026-04-29 14:14:00+00:00,,349.8699951171875,423.9949951171875
2026-04-29 14:15:00+00:00,,349.6675109863281,423.3999938964844
2026-04-29 14:16:00+00:00,,349.4696044921875,424.510009765625
2026-04-29 14:17:00+00:00,,349.4700012207031,424.29998779296875
2026-04-29 14:18:00+00:00,,349.8299865722656,424.4200134277344
2026-04-29 14:19:00+00:00,,349.9849853515625,424.3349914550781
2026-04-29 14:20:00+00:00,,350.1400146484375,424.20001220703125
2026-04-29 14:21:00+00:00,,350.30999755859375,424.5989990234375
2026-04-29 14:22:00+00:00,,350.3699951171875,424.5799865722656
2026-04-29 14:23:00+00:00,,350.364990234375,424.7149963378906
2026-04-29 14:24:00+00:00,,350.5400085449219,424.80999755859375
2026-04-29 14:25:00+00:00,,350.94000244140625,424.55499267578125
2026-04-29 14:26:00+00:00,,350.8099060058594,424.5849914550781
2026-04-29 14:27:00+00:00,,351.2099914550781,424.79998779296875
2026-04-29 14:28:00+00:00,,350.9849853515625,424.8500061035156
2026-04-29 14:29:00+00:00,,351.3299865722656,425.20001220703125
2026-04-29 14:30:00+00:00,,351.05499267578125,424.8800048828125
2026-04-29 14:31:00+00:00,,351.3999938964844,425.1700134277344
2026-04-29 14:32:00+00:00,,352.2749938964844,425.5849914550781
2026-04-29 14:33:00+00:00,,352.6400146484375,425.42999267578125
2026-04-29 14:34:00+00:00,,352.80999755859375,425.5299987792969
2026-04-29 14:35:00+00:00,,353.22601318359375,425.4599914550781
2026-04-29 14:36:00+00:00,,353.2200012207031,425.4150085449219
2026-04-29 14:37:00+00:00,,352.7699890136719,425.6000061035156
2026-04-29 14:38:00+00:00,,352.67401123046875,425.20001220703125
2026-04-29 14:39:00+00:00,,352.6199951171875,425.0150146484375
2026-04-29 14:40:00+00:00,,352.5249938964844,424.9700012207031
2026-04-29 14:41:00+00:00,,351.9700012207031,424.864990234375
2026-04-29 14:42:00+00:00,,352.19000244140625,424.7099914550781
2026-04-29 14:43:00+00:00,,352.55999755859375,425.0199890136719
2026-04-29 14:44:00+00:00,,352.8299865722656,425.5350036621094
2026-04-29 14:45:00+00:00,,352.2699890136719,425.4898986816406
2026-04-29 14:46:00+00:00,,351.92999267578125,425.4599914550781
2026-04-29 14:47:00+00:00,,351.9100036621094,425.1099853515625
2026-04-29 14:48:00+00:00,,352.0,425.0198974609375
2026-04-29 14:49:00+00:00,,351.54998779296875,425.1549987792969
2026-04-29 14:50:00+00:00,,351.4599914550781,425.0350036621094
