Datetime,AAPL,GOOG,MSFT
2025-10-24 13:30:00+00:00,261.0299987792969,256.3175048828125,521.1300048828125
2025-10-24 13:31:00+00:00,260.6050109863281,257.01300048828125,522.0250244140625
2025-10-24 13:32:00+00:00,260.3550109863281,256.8500061035156,522.2949829101562
2025-10-24 13:33:00+00:00,259.9501037597656,257.2676086425781,523.6672973632812
2025-10-24 13:34:00+00:00,260.1099853515625,258.4100036621094,523.719970703125
2025-10-24 13:35:00+00:00,259.94000244140625,258.4400939941406,523.3499755859375
2025-10-24 13:36:00+00:00,260.22119140625,258.518798828125,523.260009765625
2025-10-24 13:37:00+00:00,260.30499267578125,258.8349914550781,523.3699951171875
2025-10-24 13:38:00+00:00,260.0299987792969,258.4800109863281,523.6199951171875
2025-10-24 13:39:00+00:00,259.6199951171875,259.0299987792969,523.3049926757812
2025-10-24 13:40:00+00:00,259.7200012207031,259.09588623046875,523.8300170898438
2025-10-24 13:41:00+00:00,259.90509033203125,259.5101013183594,523.9199829101562
2025-10-24 13:42:00+00:00,259.95001220703125,260.1299133300781,523.8499755859375
2025-10-24 13:43:00+00:00,259.8800964355469,259.8319091796875,524.0800170898438
2025-10-24 13:44:00+00:00,260.32000732421875,259.3367919921875,524.4600219726562
2025-10-24 13:45:00+00:00,260.2449951171875,259.1099853515625,524.739990234375
2025-10-24 13:46:00+00:00,260.2401123046875,259.2799987792969,524.89501953125
2025-10-24 13:47:00+00:00,259.79998779296875,259.1000061035156,524.0850219726562
2025-10-24 13:48:00+00:00,259.5899963378906,258.9100036621094,523.530029296875
2025-10-24 13:49:00+00:00,259.32000732421875,259.1000061035156,523.1900024414062
2025-10-24 13:50:00+00:00,259.6000061035156,259.80499267578125,522.0999755859375
2025-10-24 13:51:00+00:00,259.4200134277344,259.7799987792969,522.6300048828125
2025-10-24 13:52:00+00:00,259.7200927734375,259.760009765625,522.2150268554688
2025-10-24 13:53:00+00:00,259.7900085449219,259.95001220703125,522.9000244140625
2025-10-24 13:54:00+00:00,259.7900085449219,259.9849853515625,522.53369140625
2025-10-24 13:55:00+00:00,259.7650146484375,260.2799987792969,522.9625244140625
2025-10-24 13:56:00+00:00,259.6199951171875,260.3599853515625,523.010009765625
2025-10-24 13:57:00+00:00,259.8550109863281,260.32000732421875,522.6500244140625
2025-10-24 13:58:00+00:00,260.2149963378906,260.5299987792969,522.97998046875
2025-10-24 13:59:00+00:00,260.1700134277344,260.8500061035156,522.9400024414062
2025-10-24 14:00:00+00:00,260.0400085449219,261.0350036621094,522.9099731445312
2025-10-24 14:01:00+00:00,260.135009765625,261.29998779296875,522.594970703125
2025-10-24 14:02:00+00:00,260.1412048339844,261.7749938964844,522.3300170898438
2025-10-24 14:03:00+00:00,260.04998779296875,261.8399963378906,522.47998046875
2025-10-24 14:04:00+00:00,260.260009765625,261.69000244140625,522.4400024414062
2025-10-24 14:05:00+00:00,260.07501220703125,262.1300048828125,522.27001953125
2025-10-24 14:06:00+00:00,260.2200012207031,262.3599853515625,522.5750122070312
2025-10-24 14:07:00+00:00,260.2149963378906,262.3599853515625,522.8300170898438
2025-10-24 14:08:00+00:00,260.1499938964844,261.6700134277344,522.72998046875
2025-10-24 14:09:00+00:00,260.1700134277344,261.70001220703125,522.8900146484375
2025-10-24 14:10:00+00:00,260.2799987792969,261.79998779296875,523.0
2025-10-24 14:11:00+00:00,260.2139892578125,261.7149963378906,522.8699951171875
2025-10-24 14:12:00+00:00,260.40771484375,261.6449890136719,523.0999755859375
2025-10-24 14:13:00+00:00,260.6099853515625,261.53741455078125,523.2449951171875
2025-10-24 14:14:00+00:00,260.55999755859375,261.4200134277344,523.4949951171875
2025-10-24 14:15:00+00:00,260.70050048828125,261.3562927246094,523.0999755859375
2025-10-24 14:16:00+00:00,260.7049865722656,261.2818908691406,523.0114135742188
2025-10-24 14:17:00+00:00,260.75,261.3450012207031,523.1090698242188
2025-10-24 14:18:00+00:00,260.75,261.2099914550781,523.2061767578125
2025-10-24 14:19:00+00:00,260.87969970703125,261.1700134277344,523.5349731445312
2025-10-24 14:20:00+00:00,260.7909851074219,261.20001220703125,523.1799926757812
2025-10-24 14:21:00+00:00,260.79998779296875,261.4840087890625,523.239990234375
2025-10-24 14:22:00+00:00,260.7200012207031,261.3099060058594,523.0900268554688
2025-10-24 14:23:00+00:00,261.1050109863281,261.4779968261719,523.32177734375
2025-10-24 14:24:00+00:00,261.04998779296875,261.2749938964844,523.1099853515625
2025-10-24 14:25:00+00:00,260.989990234375,260.92498779296875,522.780029296875
2025-10-24 14:26:00+00:00,261.1499938964844,260.8399963378906,523.02001953125
2025-10-24 14:27:00+00:00,260.9198913574219,260.8699951171875,522.9199829101562
2025-10-24 14:28:00+00:00,261.0899963378906,261.08990478515625,523.2949829101562
2025-10-24 14:29:00+00:00,260.94140625,261.1499938964844,523.114990234375
2025-10-24 14:30:00+00:00,260.8599853515625,260.7799987792969,522.9364013671875
2025-10-24 14:31:00+00:00,261.010009765625,260.7049865722656,523.02001953125
2025-10-24 14:32:00+00:00,260.8800048828125,260.7349853515625,522.8300170898438
2025-10-24 14:33:00+00:00,261.17999267578125,260.7900085449219,523.02001953125
2025-10-24 14:34:00+00:00,261.2749938964844,260.9849853515625,523.0800170898438
2025-10-24 14:35:00+00:00,261.20001220703125,260.6449890136719,522.8400268554688
2025-10-24 14:36:00+00:00,261.17999267578125,260.6499938964844,522.6500244140625
2025-10-24 14:37:00+00:00,261.3500061035156,260.9800109863281,522.7449951171875
2025-10-24 14:38:00+00:00,261.32000732421875,260.9700012207031,522.47998046875
2025-10-24 14:39:00+00:00,261.21728515625,261.03009033203125,522.9349975585938
2025-10-24 14:40:00+00:00,261.32000732421875,261.0425109863281,522.9923095703125
2025-10-24 14:41:00+00:00,261.36029052734375,260.9949951171875,523.6500244140625
2025-10-24 14:42:00+00:00,261.4200134277344,260.95001220703125,523.597900390625
2025-10-24 14:43:00+00:00,261.42999267578125,261.0299987792969,523.6799926757812
2025-10-24 14:44:00+00:00,261.5400085449219,260.9849853515625,523.5349731445312
2025-10-24 14:45:00+00:00,261.79998779296875,260.6099853515625,523.7470092773438
2025-10-24 14:46:00+00:00,262.10009765625,260.5,523.4000244140625
2025-10-24 14:47:00+00:00,262.2900085449219,260.6499938964844,523.0399780273438
2025-10-24 14:48:00+00:00,262.135009765625,260.5899963378906,522.9199829101562
2025-10-24 14:49:00+00:00,262.06988525390625,260.6300048828125,522.905029296875
2025-10-24 14:50:00+00:00,262.081787109375,260.7099914550781,523.1900024414062
2025-10-24 14:51:00+00:00,262.1299133300781,260.2284851074219,523.3305053710938
2025-10-24 14:52:00+00:00,261.8599853515625,260.20001220703125,522.7999877929688
2025-10-24 14:53:00+00:00,261.7026062011719,260.1000061035156,522.6002197265625
2025-10-24 14:54:00+00:00,261.82501220703125,260.125,522.6209716796875
2025-10-24 14:55:00+00:00,261.6000061035156,259.9800109863281,522.3250122070312
2025-10-24 14:56:00+00:00,261.45001220703125,259.8349914550781,522.1641845703125
2025-10-24 14:57:00+00:00,261.5028991699219,259.9649963378906,522.530029296875
2025-10-24 14:58:00+00:00,261.4800109863281,260.1300048828125,523.0349731445312
2025-10-24 14:59:00+00:00,261.83099365234375,260.19500732421875,522.9749755859375
2025-10-24 15:00:00+00:00,261.92999267578125,260.0,522.7651977539062
2025-10-24 15:01:00+00:00,261.864990234375,259.8949890136719,522.5449829101562
2025-10-24 15:02:00+00:00,262.0799865722656,259.9700012207031,522.5449829101562
2025-10-24 15:03:00+00:00,262.07000732421875,260.2793884277344,522.5399780273438
2025-10-24 15:04:00+00:00,262.1000061035156,260.04998779296875,522.4149780273438
2025-10-24 15:05:00+00:00,262.0450134277344,259.9649963378906,522.14501953125
2025-10-24 15:06:00+00:00,262.07501220703125,259.8450012207031,522.1199951171875
2025-10-24 15:07:00+00:00,262.2099914550781,260.1400146484375,522.4849853515625
2025-10-24 15:08:00+00:00,262.1199951171875,260.2300109863281,522.4650268554688
2025-10-24 15:09:00+00:00,262.3599853515625,260.2900085449219,522.4544067382812
2025-10-24 15:10:00+00:00,262.39019775390625,260.2900085449219,522.364990234375
2025-10-24 15:11:00+00:00,262.37030029296875,260.2850036621094,522.385009765625
2025-10-24 15:12:00+00:00,262.54998779296875,260.45001220703125,522.7899169921875
2025-10-24 15:13:00+00:00,262.6400146484375,260.3299865722656,522.8107299804688
2025-10-24 15:14:00+00:00,262.8800048828125,260.5639953613281,522.9149780273438
2025-10-24 15:15:00+00:00,263.0899963378906,260.739990234375,523.1900024414062
2025-10-24 15:16:00+00:00,263.0599060058594,260.8999938964844,522.969970703125
2025-10-24 15:17:00+00:00,262.80999755859375,260.8399963378906,522.9425048828125
2025-10-24 15:18:00+00:00,262.8299865722656,260.9100036621094,522.9500122070312
2025-10-24 15:19:00+00:00,262.7799987792969,260.8900146484375,522.7974853515625
2025-10-24 15:20:00+00:00,262.79998779296875,260.9700012207031,523.0349731445312
2025-10-24 15:21:00+00:00,263.06500244140625,260.7401123046875,522.969970703125
2025-10-24 15:22:00+00:00,263.0887145996094,260.5199890136719,523.2750244140625
2025-10-24 15:23:00+00:00,263.0400085449219,260.6899108886719,523.1400146484375
2025-10-24 15:24:00+00:00,263.17999267578125,260.8399963378906,523.4199829101562
2025-10-24 15:25:00+00:00,263.239990234375,260.80999755859375,523.1599731445312
2025-10-24 15:26:00+00:00,263.2301025390625,260.82379150390625,523.030029296875
2025-10-24 15:27:00+00:00,263.2936096191406,261.2799987792969,523.2949829101562
2025-10-24 15:28:00+00:00,263.2149963378906,261.30999755859375,523.0050048828125
2025-10-24 15:29:00+00:00,263.2799987792969,261.2349853515625,523.2050170898438
2025-10-24 15:30:00+00:00,263.37200927734375,261.239990234375,523.1599731445312
2025-10-24 15:31:00+00:00,263.46649169921875,261.31500244140625,523.4000244140625
2025-10-24 15:32:00+00:00,263.42498779296875,261.4750061035156,523.6199951171875
2025-10-24 15:33:00+00:00,263.57000732421875,261.38299560546875,523.7000122070312
2025-10-24 15:34:00+00:00,263.760009765625,261.239990234375,523.4349975585938
2025-10-24 15:35:00+00:00,263.4200134277344,261.07598876953125,522.9199829101562
2025-10-24 15:36:00+00:00,263.7200012207031,261.3299865722656,523.3250122070312
2025-10-24 15:37:00+00:00,263.5,261.260009765625,523.0599975585938
2025-10-24 15:38:00+00:00,263.3268127441406,261.2699890136719,522.9199829101562
2025-10-24 15:39:00+00:00,263.45001220703125,261.4049987792969,523.1799926757812
2025-10-24 15:40:00+00:00,263.260009765625,261.2875061035156,523.0673828125
2025-10-24 15:41:00+00:00,263.3299865722656,261.17498779296875,522.7086791992188
2025-10-24 15:42:00+00:00,263.2300109863281,261.0400085449219,522.6716918945312
2025-10-24 15:43:00+00:00,263.07501220703125,261.0199890136719,522.469970703125
2025-10-24 15:44:00+00:00,263.31500244140625,260.8299865722656,522.4949951171875
2025-10-24 15:45:00+00:00,263.3599853515625,260.95001220703125,522.5399780273438
2025-10-24 15:46:00+00:00,263.3599853515625,261.05999755859375,522.5999755859375
2025-10-24 15:47:00+00:00,263.33758544921875,261.17999267578125,522.8049926757812
2025-10-24 15:48:00+00:00,263.3900146484375,261.0249938964844,522.7999877929688
2025-10-24 15:49:00+00:00,263.30999755859375,260.8949890136719,522.739990234375
2025-10-24 15:50:00+00:00,263.30999755859375,261.0400085449219,522.8200073242188
2025-10-24 15:51:00+00:00,263.4700012207031,260.8949890136719,522.8049926757812
2025-10-24 15:52:00+00:00,263.44000244140625,260.8800048828125,522.8400268554688
2025-10-24 15:53:00+00:00,263.3900146484375,260.8800048828125,522.594970703125
2025-10-24 15:54:00+00:00,263.2300109863281,260.9939880371094,522.5800170898438
2025-10-24 15:55:00+00:00,262.95001220703125,260.8299865722656,522.219970703125
2025-10-24 15:56:00+00:00,263.07000732421875,260.9800109863281,522.35498046875
2025-10-24 15:57:00+00:00,263.33990478515625,261.125,522.2470703125
2025-10-24 15:58:00+00:00,263.19000244140625,261.0799865722656,522.1849975585938
2025-10-24 15:59:00+00:00,263.3371887207031,261.010009765625,522.3049926757812
2025-10-24 16:00:00+00:00,263.5199890136719,261.0799865722656,522.6799926757812
2025-10-24 16:01:00+00:00,263.43499755859375,261.0150146484375,522.9299926757812
2025-10-24 16:02:00+00:00,263.418701171875,260.9999084472656,522.8250122070312
2025-10-24 16:03:00+00:00,263.5177001953125,260.9599914550781,522.6300048828125
2025-10-24 16:04:00+00:00,263.4800109863281,260.9700012207031,522.6199951171875
2025-10-24 16:05:00+00:00,263.3500061035156,260.8500061035156,522.4600219726562
2025-10-24 16:06:00+00:00,263.510009765625,260.9200134277344,522.4600219726562
2025-10-24 16:07:00+00:00,263.49029541015625,260.9200134277344,522.4400024414062
2025-10-24 16:08:00+00:00,263.56500244140625,261.04998779296875,522.5499877929688
2025-10-24 16:09:00+00:00,263.4798889160156,261.20001220703125,522.5999755859375
2025-10-24 16:10:00+00:00,263.4858093261719,261.1885986328125,522.5250244140625
2025-10-24 16:11:00+00:00,263.60430908203125,261.260009765625,522.5449829101562
2025-10-24 16:12:00+00:00,263.6700134277344,261.2850036621094,522.5250244140625
2025-10-24 16:13:00+00:00,263.58599853515625,261.2367858886719,522.919677734375
2025-10-24 16:14:00+00:00,263.6000061035156,261.29998779296875,522.9149780273438
2025-10-24 16:15:00+00:00,263.5249938964844,261.20050048828125,522.8099975585938
2025-10-24 16:16:00+00:00,263.7250061035156,261.0899963378906,522.8800048828125
2025-10-24 16:17:00+00:00,263.6600036621094,261.19000244140625,522.85498046875
2025-10-24 16:18:00+00:00,263.6083984375,261.07000732421875,522.9400024414062
2025-10-24 16:19:00+00:00,263.79998779296875,261.1499938964844,522.8619995117188
2025-10-24 16:20:00+00:00,263.8800048828125,261.25,523.0700073242188
2025-10-24 16:21:00+00:00,263.6199951171875,261.2850036621094,523.2000122070312
2025-10-24 16:22:00+00:00,263.5199890136719,261.3500061035156,523.206787109375
2025-10-24 16:23:00+00:00,263.47979736328125,261.29998779296875,523.2664794921875
2025-10-24 16:24:00+00:00,263.55169677734375,261.30230712890625,523.3699951171875
