Datetime,AAPL,GOOG,MSFT
2026-01-02 14:30:00+00:00,272.6600036621094,319.70001220703125,484.3599853515625
2026-01-02 14:31:00+00:00,272.9949951171875,319.80999755859375,484.2200012207031
2026-01-02 14:32:00+00:00,272.5400085449219,319.6000061035156,482.7699890136719
2026-01-02 14:33:00+00:00,272.9601135253906,320.17498779296875,482.5299987792969
2026-01-02 14:34:00+00:00,273.19000244140625,320.6199951171875,483.33648681640625
2026-01-02 14:35:00+00:00,273.07000732421875,320.9599914550781,483.30999755859375
2026-01-02 14:36:00+00:00,273.6300048828125,321.6600036621094,483.3299865722656
2026-01-02 14:37:00+00:00,273.9999084472656,321.0299987792969,483.5
2026-01-02 14:38:00+00:00,274.125,321.5899963378906,483.5534973144531
2026-01-02 14:39:00+00:00,273.989990234375,320.4700012207031,482.3179931640625
2026-01-02 14:40:00+00:00,274.2149963378906,320.92999267578125,481.7799987792969
2026-01-02 14:41:00+00:00,274.69000244140625,320.5799865722656,480.94000244140625
2026-01-02 14:42:00+00:00,274.93359375,321.1300048828125,480.2174987792969
2026-01-02 14:43:00+00:00,275.07000732421875,321.0299987792969,480.1199951171875
2026-01-02 14:44:00+00:00,275.54998779296875,321.2200012207031,480.1499938964844
2026-01-02 14:45:00+00:00,275.92999267578125,320.7950134277344,480.25
2026-01-02 14:46:00+00:00,276.4100036621094,320.8489990234375,480.2149963378906
2026-01-02 14:47:00+00:00,277.1684875488281,322.0799865722656,480.56500244140625
2026-01-02 14:48:00+00:00,277.0780029296875,322.15008544921875,480.7049865722656
2026-01-02 14:49:00+00:00,277.4184875488281,322.3399963378906,480.30999755859375
2026-01-02 14:50:00+00:00,277.54510498046875,322.3599853515625,481.0899963378906
2026-01-02 14:51:00+00:00,277.5400085449219,322.3999938964844,480.5150146484375
2026-01-02 14:52:00+00:00,277.0400085449219,321.7550048828125,480.0799865722656
2026-01-02 14:53:00+00:00,277.1199951171875,321.5450134277344,480.2550048828125
2026-01-02 14:54:00+00:00,277.07501220703125,321.2550048828125,480.0299987792969
2026-01-02 14:55:00+00:00,276.9700012207031,320.6199951171875,480.55499267578125
2026-01-02 14:56:00+00:00,277.1300048828125,320.7799987792969,481.0899963378906
2026-01-02 14:57:00+00:00,276.7550048828125,320.42999267578125,480.69000244140625
2026-01-02 14:58:00+00:00,277.0,320.59600830078125,481.04998779296875
2026-01-02 14:59:00+00:00,276.9549865722656,320.2900085449219,480.385009765625
2026-01-02 15:00:00+00:00,277.3367919921875,320.8500061035156,480.79998779296875
2026-01-02 15:01:00+00:00,277.6000061035156,320.6050109863281,480.5350036621094
2026-01-02 15:02:00+00:00,277.6451110839844,321.0201110839844,480.0249938964844
2026-01-02 15:03:00+00:00,277.489990234375,320.7875061035156,479.8299865722656
2026-01-02 15:04:00+00:00,277.17999267578125,319.87249755859375,479.0398864746094
2026-01-02 15:05:00+00:00,276.8399963378906,319.75,478.1549987792969
2026-01-02 15:06:00+00:00,276.75,319.5400085449219,478.489990234375
2026-01-02 15:07:00+00:00,276.4985046386719,318.9150085449219,477.8699951171875
2026-01-02 15:08:00+00:00,276.44769287109375,318.29998779296875,478.04998779296875
2026-01-02 15:09:00+00:00,276.29010009765625,318.4830017089844,477.8450012207031
2026-01-02 15:10:00+00:00,276.3299865722656,318.3399963378906,477.81939697265625
2026-01-02 15:11:00+00:00,276.1205139160156,318.2900085449219,477.1427001953125
2026-01-02 15:12:00+00:00,275.9696044921875,317.8414001464844,476.6700134277344
2026-01-02 15:13:00+00:00,275.7601013183594,317.5,476.3500061035156
2026-01-02 15:14:00+00:00,275.510009765625,317.44000244140625,476.364990234375
2026-01-02 15:15:00+00:00,275.2900085449219,316.8900146484375,476.239990234375
2026-01-02 15:16:00+00:00,275.4198913574219,316.57000732421875,476.239990234375
2026-01-02 15:17:00+00:00,275.1000061035156,316.3757019042969,475.7799987792969
2026-01-02 15:18:00+00:00,275.0,315.9599914550781,476.0299987792969
