,AAPL,GOOG,MSFT
2025-08-25 13:30:00+00:00,226.58999633789062,,507.0849914550781
2025-08-25 13:31:00+00:00,226.52999877929688,,507.0150146484375
2025-08-25 13:32:00+00:00,227.3300018310547,,507.2850036621094
2025-08-25 13:33:00+00:00,226.8800048828125,,506.79998779296875
2025-08-25 13:34:00+00:00,226.8800048828125,,506.6000061035156
2025-08-25 13:35:00+00:00,226.8800048828125,,505.9800109863281
2025-08-25 13:36:00+00:00,226.64999389648438,,505.9599914550781
2025-08-25 13:37:00+00:00,226.97000122070312,,505.3999938964844
2025-08-25 13:38:00+00:00,227.1199951171875,,505.5899963378906
2025-08-25 13:39:00+00:00,227.18080139160156,,505.2200012207031
2025-08-25 13:40:00+00:00,227.30999755859375,,505.489990234375
2025-08-25 13:41:00+00:00,227.52999877929688,,506.2049865722656
2025-08-25 13:42:00+00:00,227.58999633789062,,506.2200012207031
2025-08-25 13:43:00+00:00,227.8249969482422,,506.2200012207031
2025-08-25 13:44:00+00:00,228.03990173339844,,506.135009765625
2025-08-25 13:45:00+00:00,227.8300018310547,,505.82000732421875
2025-08-25 13:46:00+00:00,227.9149932861328,,506.1000061035156
2025-08-25 13:47:00+00:00,228.22000122070312,,506.4320068359375
2025-08-25 13:48:00+00:00,228.55999755859375,,506.1400146484375
2025-08-25 13:49:00+00:00,228.48989868164062,,506.6499938964844
2025-08-25 13:50:00+00:00,228.75,,506.635009765625
2025-08-25 13:51:00+00:00,228.7100067138672,,506.5899963378906
2025-08-25 13:52:00+00:00,228.73939514160156,,506.30999755859375
2025-08-25 13:53:00+00:00,228.56500244140625,,506.3900146484375
2025-08-25 13:54:00+00:00,228.44000244140625,,506.4200134277344
2025-08-25 13:55:00+00:00,228.74000549316406,,506.4200134277344
2025-08-25 13:56:00+00:00,228.97000122070312,,506.6050109863281
2025-08-25 13:57:00+00:00,228.88040161132812,,506.7699890136719
2025-08-25 13:58:00+00:00,228.7100067138672,,506.6081848144531
2025-08-25 13:59:00+00:00,228.56500244140625,,506.7799987792969
2025-08-25 14:00:00+00:00,228.6649932861328,,507.0
2025-08-25 14:01:00+00:00,228.44000244140625,,506.04998779296875
2025-08-25 14:02:00+00:00,228.44500732421875,,506.5199890136719
2025-08-25 14:03:00+00:00,228.27000427246094,,506.6400146484375
2025-08-25 14:04:00+00:00,228.58009338378906,,506.9100036621094
2025-08-25 14:05:00+00:00,228.72000122070312,,506.69000244140625
2025-08-25 14:06:00+00:00,228.92950439453125,,506.989990234375
2025-08-25 14:07:00+00:00,229.02499389648438,,507.0199890136719
2025-08-25 14:08:00+00:00,228.91920471191406,,507.05999755859375
2025-08-25 14:09:00+00:00,228.8699951171875,,507.1000061035156
2025-08-25 14:10:00+00:00,228.50999450683594,,506.9700012207031
2025-08-25 14:11:00+00:00,228.3300018310547,,507.1000061035156
2025-08-25 14:12:00+00:00,228.37179565429688,,507.364990234375
2025-08-25 14:13:00+00:00,228.2949981689453,,507.30999755859375
2025-08-25 14:14:00+00:00,228.33340454101562,,507.29998779296875
2025-08-25 14:15:00+00:00,228.33999633789062,,507.8349914550781
2025-08-25 14:16:00+00:00,228.35989379882812,,507.3999938964844
2025-08-25 14:17:00+00:00,228.24000549316406,,507.19879150390625
2025-08-25 14:18:00+00:00,228.41000366210938,,507.20001220703125
2025-08-25 14:19:00+00:00,228.37939453125,,507.05999755859375
2025-08-25 14:20:00+00:00,228.35000610351562,,507.0
2025-08-25 14:21:00+00:00,228.55999755859375,,506.989990234375
2025-08-25 14:22:00+00:00,228.8000030517578,,507.06500244140625
2025-08-25 14:23:00+00:00,228.8300018310547,,507.2900085449219
2025-08-25 14:24:00+00:00,229.0399932861328,,507.4200134277344
2025-08-25 14:25:00+00:00,228.72999572753906,,507.2449951171875
2025-08-25 14:26:00+00:00,228.7100067138672,,507.010009765625
2025-08-25 14:27:00+00:00,228.85000610351562,,507.2900085449219
2025-08-25 14:28:00+00:00,228.89999389648438,,507.2298889160156
2025-08-25 14:29:00+00:00,228.80999755859375,,507.2099914550781
2025-08-25 14:30:00+00:00,228.6199951171875,,506.92999267578125
2025-08-25 14:31:00+00:00,228.47500610351562,,507.0150146484375
2025-08-25 14:32:00+00:00,228.52999877929688,,507.0199890136719
2025-08-25 14:33:00+00:00,228.6750030517578,,507.29998779296875
2025-08-25 14:34:00+00:00,228.58999633789062,,507.364990234375
2025-08-25 14:35:00+00:00,228.5850067138672,,507.29998779296875
2025-08-25 14:36:00+00:00,228.5800018310547,,507.3450012207031
2025-08-25 14:37:00+00:00,228.6199951171875,,507.42010498046875
2025-08-25 14:38:00+00:00,228.47999572753906,,507.2366027832031
2025-08-25 14:39:00+00:00,228.44000244140625,,507.0899963378906
2025-08-25 14:40:00+00:00,228.38999938964844,,507.0199890136719
2025-08-25 14:41:00+00:00,228.52999877929688,,507.1199951171875
2025-08-25 14:42:00+00:00,228.52000427246094,,506.7900085449219
2025-08-25 14:43:00+00:00,228.33999633789062,,506.8612060546875
2025-08-25 14:44:00+00:00,228.35499572753906,,507.0400085449219
2025-08-25 14:45:00+00:00,228.40499877929688,,506.89990234375
2025-08-25 14:46:00+00:00,228.86000061035156,,507.1499938964844
2025-08-25 14:47:00+00:00,229.0,,507.3999938964844
